customer_id	payment_real
XF9C78TLFvuT	16256.32
HDQvneqmjFBg	16197.3
dNsk0xw2STSH	15501.12
cfkIcnypgmGK	15501.12
cLN5OFGbLrBi	15332.800000000001
jyr70e4dMvxr	15280.3
qpU9fT8DcoXt	15080.050000000001
7eGbswCBW6KU	15080.050000000001
YUarzpG4qAKl	14944.88
F6LGgYffRRln	14905.3
ip4vHoJlivpb	14894.7
WH7pWNEM1b1b	14894.7
yCvoyOYQeFKs	14784.5
TykrjHz73CDk	14730.72
A29p8ZIt1TzG	14715.1
U1qQm02wvssV	14661.08
6x2mDBj8EdIZ	14631.060000000001
lutotbsQA9bw	14041.68
N5i6JhcFxWi6	13914.45
HEzsV6ZkrQLW	13884.300000000001
BI5e3IMCJr42	13813.099999999999
yzNatfWq7Xfa	13792.32
5R7gZvr6BJYY	13759.36
jUxAUxRHkJ8E	13656.599999999999
QvKmkUsxFdOP	13514.400000000001
EiMRtgO7EFLT	13514.400000000001
kZvg4zZuAijh	13442
DjgOdhWidipl	13442
y8eRqJ3oZqxM	13414
zdVmzIk8VNPX	13407.96
xVbnmaR4OPcc	13406.45
dwdproSkRD5O	13405.68
3IO6TQRMebs4	13367.789999999999
bnYMbmGDhpDn	13268.5
PB4ltbGresyD	13268.5
3DID1e8aEeGx	13268.5
lNqP96B6FRLj	13235.68
qjuHi700Y7Uz	13144.32
vYSDSjY5xIyO	13024.56
gb1wXSfJ6Kqp	13024.56
Cb4CE2FRWxGH	13024.56
cATpE2fxbkGC	13010.1
Nzs5vLCBcw4R	13010.1
HdcMCn7RJy0O	12847.8
Pkzs6NiJjB83	12824.64
EqAOlmuhq3s6	12816.300000000001
LAfGXfs4mmEY	12738.2
XcWZxlXzzK4a	12632.64
QMa1rhv14S0w	12632.64
F3ET3BG0TdS4	12632.64
z7yyMkEg1fi3	12439.5
A6NjJkOacRdf	12399.400000000001
jB3KgwNHPUVX	12336.5
6qU9ruBZpolt	12288
FzE3NJD3kMrz	12271.2
NIOknZOh17Wu	12235.86
grqnZpIqElew	12228
i1BSsNqk6r9S	12192.24
S1TOezSDbFjb	12036.800000000001
umdeAW8GHQ0U	12023.599999999999
UucDmZIS68Dw	12011.6
Sg3Amy6jSILw	12011.6
0RAYGH5Q0BNH	11994.7
skvk9BZqCy99	11914.8
pCSeHMrKNXPj	11914.8
UniehpIbfGiI	11692.4
1QGscXF4EreY	11670.4
9MzlsdWx5a89	11664.400000000001
ydRpdPnqBdOD	11639.34
RQsPhdq67A9L	11639.34
dL21h5AeNl2P	11632.5
BPE14zpqZl7Z	11585.4
eyrCtB8sFpFr	11505.480000000001
FmWF0b1VEQY9	11501.12
XGML4iga2FKN	11496.48
pNHUtKsGYBhk	11462
PoFaiVVqGuUl	11444.52
nBqqrH9mn1jv	11412.64
VJjQyrMHmvUH	11412.56
XFAm7mupKYgx	11214.400000000001
UnQNJYkw6RHf	11129.04
jMkcPYhcm5Ao	11107.44
43nPlC06dbE1	11039.8
vUgagTEmocM1	11023.92
t1av7hqTcCAX	11016
2NLsXHeUw6U5	11016
hPbfL7Nfho6v	10840.08
gAJugLvaaKOc	10832.48
wxRD2dqA1MaW	10826.24
7jemYnqzn4IH	10811.52
zNaPjos6KtLf	10755.599999999999
wogFxeiLWn6k	10755.599999999999
LawBbxFM5Cdw	10751.099999999999
9a8KrzHvRyyS	10674.24
mooYwAxIVna6	10610.400000000001
cRUgl1UZ0kSy	10610.400000000001
eTSPh4S7KpKK	10602.56
PnhyKAn5Knn6	10602.56
NaqqNWSeXobg	10602.56
5d7M4qIla9BN	10602.56
4aTNlGNyekJT	10602.56
ikZnoUVhQEL7	10583.76
lHVYDjWhYDVt	10574
ptBdw5CJllV6	10523.599999999999
vdPnFYWomapV	10481.84
umjdU8QQxvSk	10435.1
OZmI8uHZcKdB	10435.1
cEpDGj0vz8nP	10432.16
WUA5tAahjFk8	10366.02
Ga0RwJx6SWUF	10309.92
xDYcT0qHdHWn	10284.119999999999
5yZXBpdbvOgg	10264.8
R8hDjj08npAu	10258.6
EIQhCMMCfNCs	10252.4
zksJdA7WaYOh	10226.5
yam0BW6Rzk2b	10207.8
sBdHKdbKz89q	10207.8
XcsLoKS18l2d	10207.8
W46Qld5HaE0V	10207.8
FQSzIagoUtGK	10207.8
FILyG0qcEwDF	10207.8
7aDtkegbzooB	10207.8
4HCvGV2DNuZa	10207.8
o9w9VDjFvrbA	10167.4
DJp52w7khj0x	10157.35
PtZ7WFvdwReN	10149.9
zZsxFpy3n3mB	10146.1
jqcSHCellViD	10136.3
wVAFo8eILUk0	10050.12
SZvlkuv7A91n	9996.8
HqIwel02rsBH	9996.8
hnTsEQqAQUOS	9942.66
Z3eIvWbCmZgL	9942.66
koTkIkXhlHMV	9935.5
rdyAQgQP4vah	9836.4
5pMe1BOexxoo	9828.5
6iZwbI934on6	9772.16
Nr4A64wcmniQ	9746.72
Ia8i9GP4e4UV	9746.72
oQYnxk0Qk7sH	9737.25
NZy4XTzpszMz	9714.960000000001
zYQrIxwiMwrf	9672.81
vHaqfU0IorRB	9672.81
G1Ho8j85oZFl	9630.84
sMwotxFRDga0	9587.19
cxlBrS0qT58C	9587.19
2fKd8nP4VQXS	9575.650000000001
O2rje477E1Vy	9555.04
0VGV1Bs3568Y	9555.04
uUV0zRfpdu9I	9450.3
TpZD7EyA0vIj	9450.3
0reTmaRovp7X	9424.74
aY3NFOqGHVcp	9335.88
QyW87WCTCxSy	9316.96
zeaoK21Bxih6	9299.96
G9oRuob4J2tw	9287.949999999999
AU4iqmURZEnJ	9286.8
Q5k7FBBTVYa9	9259.28
8RfLwvqIlaAO	9259.28
Go5uYEjP6RRv	9244.8
op3ggmBX0PZt	9239.7
sblbUlj27LWi	9219.279999999999
399KMze2rhdt	9219.279999999999
I068W8CSttYi	9181.8
nbmlL9QlbKy0	9146.8
Eb1dVjfdGXmu	9131.3
JVrQ2VJh81oX	9102
g5gTRsgN8xF9	9093.099999999999
QnJCFMR2AT4O	9093.099999999999
PaOeUkj7Cak2	9083.099999999999
TDvlatnJ9bxv	9051.2
y2iyAUQIOj80	9033.4
ERTVwaSLyyLc	9027.66
wN1MObWK8Vrw	9015.18
ow1kJzWAjrxl	9010.64
0pPQygKCHxut	8934.48
POlXoobgSrsq	8930
QepuI1xAW7HD	8922.96
hnp1Bs3sRE6u	8905.9
rF0GCMwzNOmh	8894.52
fZ7WKuPdBOrU	8892.88
iyX9oQoZs4MY	8832.9
kowuA7NwivVE	8816.16
zPq0KEj6qbXt	8796.6
kp1YR1m1ZWXI	8796.6
EncEiyyEzb63	8796.3
Abu5A3tYaoSZ	8784.8
u7nHQqlTVuum	8781.6
X8eWYrUE6zO6	8710.4
N2llSEKs6fXA	8706.900000000001
6nNkFmgF8sdF	8706.900000000001
333SPMQGYGMp	8705.34
3DKwNZ8D3U6Q	8647.2
v4mnSTnSetDb	8640.599999999999
j86SX4iPcIHC	8623.9
NT5DWFrOiDn3	8623.9
nTuF8m8l8QN9	8620.2
ihdAdmEYduwG	8605.16
rAiCEHR6hznq	8593.6
iTkwOX6STpsK	8593.6
qL7Eg7aLNn2u	8561.3
pRcnUkj3m6Ns	8561.3
RZKdODnxmWFy	8561.3
P1op02i2vAyR	8561.3
LmxuhyOqTIba	8553.76
k435vWWlLXuY	8505.599999999999
6WpY40WzliHl	8505.599999999999
xJ4jylouLVql	8450.369999999999
5DmM0amBdzvI	8449.8
5DRu77QtUBqi	8449.8
9aTRMWhflEHe	8447.55
bSXALCc9pW4C	8442.28
iXI0FDK2HxPh	8436.2
YAvEa9OZ0JqS	8417.12
4WXYq9s1HP5U	8389.12
OKPaD2qEGfRW	8388.56
epeixCM9l4YC	8384.5
HpbhXmE6B5u2	8365.800000000001
bbvk8AAKp0ZO	8355.5
QHBZmjZyzxmT	8355.5
11T61PLSgMqY	8352.48
kuJ1RQFyE2UQ	8327.02
MWuRlVPdyRqb	8294.05
ZFvPhvmksmBd	8293
XR3mNzshEw2o	8293
WSM2iHJJFF73	8293
VjVlifp0YUsT	8282.2
yLdLeaKcwhNv	8279.849999999999
A6w1OjOybeb0	8279.849999999999
lhHIlmvU27Sy	8279.1
LTdpSe6SbKfu	8279.1
2191AN2Slfny	8220.599999999999
NJHQCMh2IeUm	8220.4
sX30ft4akmJP	8202.33
ooW6Q0rdonk0	8201.92
GcgY4I5MKkpH	8174.219999999999
Bv9UK5SUvmQ5	8108.92
cqSN3e6jUkwK	8108.460000000001
YSLEaUKulC3T	8105.2
zGj0dIuN6voW	8059.5
4UjBQp4oQtq1	8047.200000000001
IRm7peGEPy4u	8021.84
PkLboAn74shq	7997.44
GOJoekNyHNFb	7969.68
uvqN4OM8418d	7933.92
rmBFvpkSGD8j	7903.84
OZ7bZwihnWcq	7903.84
cOWrDu11NQPw	7903.200000000001
3ZoNirEkZdGL	7866.72
RJwSOGZm6zoW	7853.95
vq8RIhxZuvpe	7852.56
bV8AoGQ9MXWB	7848
RbEoKADAr8jR	7842.64
1XMpAnNtPGO9	7832.200000000001
m2iMCNzDHf0t	7822.6
khZcM4rL6KE6	7822.6
hCMRw9OPyye3	7822.6
SuEetk6FNx7I	7822.6
2tRGG8ONmcdD	7779.84
ooVJBYqLs9C3	7768.3
kQdXNe1cpvMS	7768.24
HJYGjBBwZZtF	7747.96
CdB4quuwkbR4	7746
dmmJJwyBiSLC	7744.700000000001
4TYruAJbou3Y	7700.700000000001
cGs7DzNIpDMH	7683.92
LChpp8N1DE4F	7672.1
K06WSGeCKBW9	7660.52
89ENuROc9o3i	7634.76
NdKjumgAlb5c	7617.960000000001
NSGdnW1yzLwP	7612.08
AKi0zy8bMOsd	7612.08
obdGLPOZzJxv	7606.48
JMDfXllXLZpe	7583.400000000001
0uoLcnsNRXJB	7581.76
bHSpJLqBNMMd	7579.700000000001
fxTzAaI5Ih6T	7560.18
B0Uk1Xl2PhUK	7560.18
iCsbocdama0O	7554.24
GtirX1p1BBvT	7537.59
EpmZci5kNV6b	7537.59
nary1B58SUR8	7527.06
JuvsZkNX1bYE	7523.049999999999
d0zR66IG6hMr	7498.08
IM8riDaMX3vh	7498.08
EVM1U36X3A6F	7469.6
6kSftHy0ocFs	7466.8
oL2Z7Wrr6LbH	7461.719999999999
hU5o44M5GW5Z	7456.279999999999
NZiZiFkXBfR9	7411.2
I5Nqtzljo1bx	7401.800000000001
RARlzsr0TQL8	7397.9
uYAZ0Yl2iSIB	7386.7
muCZpkR33CJI	7386.08
3X94eDNYYzpw	7381.52
klIZ7q6nbRlL	7373.8
fVeA80lhKvoW	7362.35
awnItkRzf4Gt	7361.6
gThIn8ZR9Ojx	7358.8
xoMPwu4xuIJK	7358.5
rOZy28GIkQPU	7348.799999999999
tIsmIpsPnXh7	7338.87
LVEixKeket4b	7332
S5wJ5dio0mIu	7328.34
MpnyxEBjVnsS	7328.34
0nTZ6qCbrGfC	7328.34
ik0e7vFLIeUX	7316.849999999999
IKFi7vpqX207	7314.400000000001
V0U4ZnOX9aJQ	7302.32
gxtHzZiSstri	7292.55
RkG7fqCNe91X	7292.55
Mc9ZCtISz7tT	7292.55
Ix15pYx3iaUA	7292.55
tbmqnTplx5Op	7281.6
h6kKFl1uzr2y	7281.6
JZaXOh5MFNsP	7274.88
tlsIWb22RtTL	7268.400000000001
raiGp8ZkP2Qn	7227.6
AGbOobQEEe7n	7226.72
m8tciLhrqAdY	7224.7699999999995
BZrHDC3KB5zR	7224.7699999999995
LtD1bi7Ewa4h	7221.76
qDpYKNWvE3XC	7199.92
EAx5CI6EN2Xd	7199.92
BDuZCP090RQn	7199.92
EGBk5yUiygm3	7190.92
Ab9SdVCJVGZX	7179.4800000000005
lWgaity2nT4L	7170.24
2wMoywtCFM0Y	7153.400000000001
FO1TMCsbqu0t	7136.25
nXoGYnibMok0	7115.599999999999
E8lgiAvgbq8s	7112.42
8JLH3sUyc83r	7112.42
3oGcXrpsIu7i	7112.04
vTRargbZucV9	7094.299999999999
Jv6vBOeZeVIB	7094.299999999999
BDfHue7TLPbA	7094.299999999999
1OnIlwBmKVXI	7083.5
eJ1Hman6IT4H	7079
YRmeCc7tlIyT	7079
zgESAamn3uxT	7068.4
65jgRyPyBfKL	7050
S55zKGgNtEq4	7046.4
z4H1wkWpY8Uq	7024.8
Uxgd15dhMYfA	6998.400000000001
OI0PONbrtzch	6998.400000000001
eW5ixDyXxSha	6992.64
oipspi55pq5F	6966.1
YcM7nHhXB1KI	6963.389999999999
HTyEwTr7xEsz	6961.5
ASd7TbQdtM3e	6961.5
N5hJNSCi1fmg	6952.72
8B01pGwhDNnk	6944.96
zAIIzzxbldYn	6929.31
SBrXA9joWBl1	6922.21
Oc4P8O8m921E	6922.21
xI8pInNyZ4PM	6904.799999999999
iXgdFaTcN6eF	6897.24
Qt4G25iMR7Up	6896.8
7sB12k7RBDBt	6893.8
cUlEehPaCeKQ	6889.400000000001
DTR2T8RZjGVR	6889.400000000001
Bzj0sZ6pOe23	6889.400000000001
inhttXcX44Nr	6885
Cv3uNNpflf0D	6877.68
BmkOeGaJ20sS	6864.93
xpIaLqhRTTXd	6860.2
Y9aYdudKiRnd	6860.2
QeRjJhpIpHVs	6860.2
C6KQARdHBcti	6860.2
E0nB2FNSnbvs	6856.38
mO86pPy4C1DI	6846.52
YHY9ResEueSA	6846.52
C56XkQKb1it4	6846.52
krxFfDYCmO1I	6840.72
2XitpaMbiSc0	6840.719999999999
tLbpYulGdoKe	6808.200000000001
7PLtbSvMqS5m	6808.200000000001
G6fpie8I0u5R	6807.360000000001
ZLBW1LiLIY8U	6801.84
8eFT8hIbeDFz	6801.719999999999
XF7YyFTf2BU3	6776.460000000001
hhSwppxLqpbd	6772.16
hbGOdJvUwRmC	6772.16
CfMxmsSmgzPF	6772.16
8BTmTr2p8DV5	6772.16
xZb9TgQibmhZ	6759.700000000001
P7RaeTd5rMab	6757.98
67J699nrjaS9	6757.200000000001
L2nk21fIh5om	6753.299999999999
JWTauLdashLl	6743.68
mWLuksEkHlzj	6743.400000000001
iDOKmeMayu5c	6735
q9Rer8zlvWTl	6734.2
Nx0abqogcZVM	6734.2
PNWPe8Or35Ie	6726.56
qNzozaOhdfmN	6715.92
9Gwt7moLuHvz	6710.15
AVEmb6pglOtz	6700.05
QwShaFK6shEq	6699.6
89DcMNR9VMjM	6693.6
ISoNbPKCHYUB	6683.849999999999
iPEH15r5O1OW	6677.1
QtQn0z4cNSJ2	6677.1
fC5UfosQZARo	6675.599999999999
f0xbbhXY5S55	6663.92
zqKHwImQd0C2	6662.7
ywjc3GffUEZG	6633.95
C0COAq3k9vqH	6633.5
cTRODHGZRwqw	6626.599999999999
YPsqAwaaxIR2	6618.95
zK3JasDSfQoE	6611
1Cb9zSWAyddR	6607.200000000001
fgqBHXEpsgjB	6598.400000000001
cUPj6036tiw2	6594.099999999999
FihOrf5WraGd	6590.64
fVLyR3ZvJrCT	6582.200000000001
Rsei01MWMUsF	6579.5
JQK9fMYLoon2	6546.56
3HDmeFZuEPKQ	6527.6
oL5M4OywxkNx	6512.28
uAFiVShzoCHe	6510.5
B1cjIcYZ5rNl	6510.5
LKCdFcyWU1FX	6502.849999999999
jithufcwlyrC	6502.08
FLtnh3t63wz0	6485.68
bX6R6lpAkxdE	6464.460000000001
ApJyBBLLJGnw	6453.52
CWPRl6r3siGM	6447.5
COzWRt4woBZM	6447.5
kQLtNT4o32Pf	6441.5
9gcgLzEpiTPi	6416.5
sgAkajw3usPV	6399.8
AcIONminNIZm	6393.400000000001
6Cia5OkHvtW5	6392
prqLUxxP5y0O	6378.099999999999
HNuhW5pfmjFN	6371.2
DRgr5mxIFFlw	6367.4
ZXKOMfLd8c8Z	6364.6
u43g7BDss1Dd	6362.1
s6y1Vwzrd0o0	6359.009999999999
ienf5tJFyNd2	6340.59
6eL5YPC1Nxpe	6326
bxpsBs9ZH0BC	6309.9
es2IGP9Bibn0	6309.68
EHuPbln4bO3f	6288.42
1luTo8uhxxOM	6288.42
GyT8pslUtR7I	6279.2
JJVZpcRAa7nb	6266.24
gwX916wi5AWG	6262.799999999999
RDbsr4Y8jvEQ	6259.65
aVbIeWekKyzC	6257.4
AyplgXFKPi0j	6251.799999999999
56ERAnFE8Dd1	6251.799999999999
vGRdaUL5b2mL	6245.44
9pVHnExBZYo3	6243.5
AkddMGr2oBI0	6234.8
8GfG782BtLAB	6231.799999999999
nC9a4H7fWLq9	6226.4400000000005
CsLC6aOohAYX	6226.4400000000005
Jj0lztFBQbuF	6219.75
62Im3YjYWbpe	6219.75
TOKjt80WwP2W	6198.6
0ybrFHXY3V2h	6194.6
vqx2qLusCgQE	6181.530000000001
rHp8EgeYeJLz	6181.530000000001
Bg7ebgGPtOpS	6181.530000000001
0Y0wZNB9Ii8d	6181.530000000001
shfnTqmYON7L	6176.64
m55yqyGRvgF8	6169.36
2vfSD8PfQJFS	6167.84
mjNe3jKNUBnX	6167.52
2JX9g7RPJTXn	6167.52
8cseZy9Qclkt	6151.1
kAPR65KgL0Dx	6136.41
3aAM0Ot30bG2	6136.41
C0FRTWs6FO32	6125.04
VYgvR5qo1yPn	6124.349999999999
rZaCSCVaD5AN	6122.69
xvPeJWOHasCU	6117.93
ys3VebLkQmQT	6108.9
lFFTjXHQyKBp	6106.950000000001
SED4vGxP4sgh	6106.950000000001
20wEtp7N6yUf	6105.12
vBS6lXUdP3iN	6103.12
hPmf1fsmNBZ7	6096.54
DpC9vLhEAc0i	6096.54
53FWBNQ41c9F	6096
2jFVJwTEW7BI	6094.299999999999
u1emQysdX6EX	6087.28
2hMwYufauf1z	6083.1
Uig4uCLvHhWG	6082.86
KCT7T4X5Rhlq	6072.93
mlflHLG78ebi	6070.8
8yGRm7dWzlQh	6070.8
K8q9xlaEIX4Q	6070.74
0OSxpH9quhKa	6066.0599999999995
cHwfQfsTNghC	6065.700000000001
qZP8L6EdGnPT	6040.62
tYLddHsczekK	6034.56
buxCWC0kUXKi	6032.02
zRf1Yj2dPvyo	6030.299999999999
yyeAE1QpsbCE	6028.32
fWOTEwQ454Ym	6016.32
nRG2v6ZiklG0	6008.4
uot2RkQeDJH3	6001.68
pSEYfxI1aNKm	6001.68
2gAbzUA5qqyO	6001.68
hY4vXjr0O3EO	5994.9
Jxlz6H4cv46s	5989.299999999999
qH03YNA3Z51L	5984.28
AZsRC4BXay1G	5983.9
1tbhVNpjn51P	5955.900000000001
laO4kHQgqtkS	5941.24
0KOnQEOr6Zbk	5936.7
LBcB7IrMkWBo	5923.2
H6sS2bJtm9ds	5909.2
Y0y0o5nmi9w3	5908.56
PAwb0jCHuFCl	5897.1
bL93R5N4JDQH	5891.91
yy4VXRzmcJNv	5888.610000000001
JXEpCrQUd4An	5887.799999999999
MuwuTvbwTyJT	5886.599999999999
CEOTTwV8Wy0B	5886.599999999999
wtlHpIqVHQYK	5879.400000000001
Pm5C2BDBcgUw	5853.9
oXjvmgw4JeI4	5848.38
4pJih4AwTI6k	5834.04
dELX7v4fUhoW	5816.799999999999
yXa2S8GfV1FE	5812.8
zh775VjrYOeb	5810.97
PxIOb4T9A0XJ	5809
FIsiCwtdeBmU	5804.400000000001
Ay23ZKAEEn0V	5799.4800000000005
tgUuyBxn8Yuy	5787.9
ueW4UitTeEFZ	5787.05
CFZf2Nb94PEw	5784.12
455FYnTd0PXn	5768.9400000000005
THThqtVXFfKm	5765.599999999999
mvM76iFF5szL	5748.6
vupYGe7FLtFj	5747.7
R9rWiCvzlaC9	5747.7
ustJGvMuflS6	5745.4
In4bwKkyG1BP	5745.4
cMKyqGX9IILG	5741.68
8aEZwRLs8I98	5737.84
8NkkoqT4jNDN	5737.84
9FADjhUqi9HZ	5736.799999999999
b8w0xkCRQbLc	5722.72
rPrSF97FVU9S	5716
Vq2f36XEV4VZ	5714.52
G2qOHKSOEdBw	5714.52
zZnrlsbRUGHU	5714.1
KOgVRg0ORj4L	5711.599999999999
lWgwYf41Eq7p	5708.16
HDQhNetwEqXp	5708.16
Ha0pXkUDxK1E	5707.1
9boWbOinv1u9	5705.2
tXrdM66xrkp1	5701.68
zLc9B7MmMLIn	5697.7
ygo4O0V9WGRL	5696.4
RPFBQ1JLl0Bz	5696.1
H1rsGSFfLfkF	5694.8099999999995
rGfs7H0LUXgb	5690.599999999999
jvJnY0LqQvKH	5688.2
kIP0jnfqZ9GZ	5685.549999999999
IYxA0QxjDamv	5682.72
GeqLGdDFewQk	5676.44
QMHWFWVUh8bu	5660.5
ydCi86T6OQMd	5648.9
xvvIxePKEqDK	5648.9
yLKjV98DWoLW	5637.7
7wq7wkFpbNFd	5637.7
dv0woL1C8Ljs	5636.45
vQ8gqtM4T21L	5636.08
eMgRLiv7UlKL	5628.8
IimARAVCMUV8	5615.650000000001
Bzb8e6Dstzty	5615.650000000001
iIcm2NdEmb1H	5601.849999999999
cnzKIGiei2GC	5589.6
KAU04sp13Vaq	5589.04
nUxp5TKL2XfR	5585.299999999999
l7TOhykHqkkA	5584.299999999999
DyWDQwn6i9L6	5578.7
9O3fxW5MeUMq	5577.84
01jIO78l2WC7	5567.16
GPlKoExL5ROU	5565.6
xWP42CRcavcY	5549.400000000001
b7OiZ5perb9H	5542.32
cfcm6AAMmLPa	5540
C2Vkn2g9g4Cz	5537.76
2Oox5TMdyixt	5537.76
ZLANDHJgalNP	5537.200000000001
RzjMdWKY7Mdu	5537.1
QHrTo8813i5T	5534.759999999999
R1eUlyHtL5fz	5530.4
ZP5DSkbeWJeE	5527.62
WD0N0YsFIQEH	5525.25
3SMaRPoO5Jqi	5523.33
1HQ0iFvICDRM	5523.33
AGxHfuO63lkd	5507.76
CZWvZ7ISgie0	5502.6
4Pyxf8nszXT1	5502.6
MydVKjV9Tckk	5497.799999999999
01yExsOVxdY9	5489.700000000001
ol5yrKQMEgJI	5488.16
MvjlVdOZZdbQ	5488.16
R3iGfKzo7ljC	5484.2
AM4txMCfuyL4	5484.2
8VXgcGhO6BmV	5484.2
389I0D0LNOqx	5482.799999999999
8nLqPkSvWaOV	5481.64
Zi7Hg4Hin7eE	5472
6E0MXr365BFc	5462.8
bfMIzvP4m912	5460.299999999999
VPj2HAXA7Nad	5460.299999999999
PuUestuExxsY	5460.299999999999
pevZS0EoleUn	5449.0199999999995
Lp7tX5TOy0ah	5449.0199999999995
GffvnWbtrKlT	5449.0199999999995
YEyAVgpBsN0b	5438.9
x8Fig8cvQYeP	5431.68
7tKuOYhtepdJ	5428.099999999999
Q3TzyiBskQHu	5426.88
Ooo9azGLj33i	5424.210000000001
zpUKkKVjWZEk	5420.04
ORaQ0xaTO0YA	5420.04
AXy7H4TdYJRk	5420.04
Lb8npnKvv3WE	5418.9
XWZDtCF8lk7V	5413.3
zU75KDqQdtf9	5409.72
WbAxDT7fApNQ	5409.72
Swb3n4OfkgqL	5409.72
74GHxauveTMX	5409.72
j6tVIx13iRcm	5407.9
uJ0hMW49u1jA	5406
uQnH6GzLVkk4	5401.799999999999
WSMjUBLCEcPK	5401.799999999999
ETyt1EvJIdqh	5400.8
mb8jk9XgNFsL	5399.36
y8BuVLN8MUU1	5398.64
e5dXoZ2aVVOT	5394.72
lA8ylSLbK1m3	5393.7
1yYvpE10IzHB	5393.7
bgI3z96HHXKp	5379.2
FcQh933iQqqi	5377.84
YdcYlQYEoIMj	5361.12
7P88kEmp7izf	5356.400000000001
h7eGcmIJ6w6y	5327.7
2OnmAOV3GT3K	5323.28
nShFWLaoOrrk	5310.16
covA3pDHJbzI	5310.16
s6sqqV1s8xj6	5308.8
Bd2edTETtHTQ	5295.52
Cska8E6Ab3k5	5293.400000000001
VYXMBWOMUx9d	5277.28
Ma4zQWTc8Gtq	5263
8jF5TlxL6WDa	5263
PMMUqUVJN1Or	5262.12
VNwWs5XR8hfF	5259.59
4NarNbLL2UJo	5257.56
3Ioel07VWLPp	5256.4
ZJMibvO9DRmJ	5240.92
RVSOwMMCsUaC	5238
akOI9psYI247	5235.84
1OTpR7KWOGb7	5235.84
W8nlhYwzawrx	5233.099999999999
zLsKbvRKdDUn	5229.4800000000005
Ua5pEh47p4rL	5227.3
hMDVdYpcLWNB	5226.2
bp1dgDlVkmIa	5226.2
M89DjxIsGqpO	5220.15
5KQqU8REeGqM	5217.3
3tpNyHh0JiZy	5213.400000000001
eJy3pOWcW9RJ	5206.48
MpUOtidAf0c6	5189.9400000000005
1MGw68a4FBa7	5189.88
zJ2ZXXcjuDnG	5189.04
GNmH6veSwYle	5172.42
hNY5L6dLBecl	5172.299999999999
XdNLyGLqpZxv	5167.5599999999995
IXafokeD4Naa	5167.5599999999995
7S0WicjY2FBl	5167.5599999999995
n1r7juteC7R7	5161.28
e1VGqUdGIQmP	5158
xMqik1Xb1Hdj	5151.799999999999
jnUIjceRkcQ9	5151.799999999999
m6K5ibpji1Aw	5150.8
2pnuJ7GTGRdn	5149.2
if3ONB2TX2DB	5144.16
NdHIGsRDm0LH	5144.16
7UvbVu7AlVQG	5144.16
vwEZcOtvy6PD	5143.200000000001
xb9hJkmUNWpQ	5135.039999999999
AmzYoFe9UDp6	5125.9800000000005
v3Scwsc1lItM	5114.22
sLlS8ARxVjU9	5113.8
5j9zDJpDiiTt	5110.38
VWNZ2IWIJhat	5107.200000000001
10KDtP0YNqmx	5101.56
